ID,Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Cell_Type,No_of_Cells (cells/well),Human_Animal,Cell_Source,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Time (hr),Concentration (ug/ml),Test,Test_Indicator,Size,Zeta,Target
657,TiO2,I,Sphere,,Commercial,Negative,AGS,10000.0,H,Human,Stomach,Epithelial,Adult,L,3,150.0,MTS,TetrazoliumSalt,25.0,-9.96,1
483,Chitosan,O,Sphere,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,24,31.25,MTT,TetrazoliumSalt,164.0,63.2,1
463,SiO2,I,Sphere,COOH,Soft Templating Method,Negative,A2780,10000.0,H,Human,Ovary,Epithelial,Adult,L,96,500.0,MTT,TetrazoliumSalt,120.0,-28.7,0
2060,SLN,O,Sphere,DDAB,Multiple Emulsion Method,Positive,HepG2,5000.0,H,Human,Liver,Epithelial,Adult,L,24,165.0,AlamarBlue,AlamarBlue,134.2,28.2,1
2286,Polystyrene,O,Sphere,,Commercial,Negative,AT2,100000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,100.0,-51.1,1
771,CuO,I,Sphere,,Commercial,Negative,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,48,5.0,CCK-8,TetrazoliumSalt,30.0,-29.1,0
2351,IronOxide,I,Sphere,Silica-FA,Solvothermal Process,Negative,SKOV-3,100000.0,H,Human,Ovary,Epithelial,Adult,L,24,0.5,MTT,TetrazoliumSalt,274.1,-27.7,1
588,Pt,I,Sphere,FA,Chemical Reduction,Negative,MCF-7,5000.0,H,Human,Breast,Epithelial,Adult,L,48,200.0,CellTiterGlo,LuciferaseEnzyme,12.5,-40.5,0
1746,SiO2,I,Sphere,Chitosan,Hydrolysis,Positive,Caco-2,5000.0,H,Human,Colon,Epithelial,Adult,L,24,50.0,AlamarBlue,AlamarBlue,578.27,8.0,1
2013,SiO2,I,Sphere,DPPC,Sol-Gel Method,Negative,16HBE,40000.0,H,Human,RespiratoryTract,Epithelial,Adult,P,24,8.0,CCK-8,TetrazoliumSalt,19.4,-13.5,1
1793,C60,C,Sphere,Dextran,Commercial,Negative,C6,10000.0,A,Rat,Brain,Fibroblast,Adult,L,24,10.0,MTT,TetrazoliumSalt,30.29,-10.1,0
2221,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,150.0,NRU,NeutralRed,10.9,-45.4,1
1832,TiO2,I,Sphere,,Commercial,Negative,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,100.0,MTT,TetrazoliumSalt,81.8,-8.6,0
1678,SLN,O,Sphere,,Emulsion-Solvent Evaporation ,Negative,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,24,3671.1,MTT,TetrazoliumSalt,98.4,-14.6,0
2132,EudragitRL,O,Sphere,,Emulsion-Solvent Evaporation ,Positive,THP-1,5000.0,H,Human,Blood,Monocyte,Adult,L,24,100.0,WST-1,TetrazoliumSalt,142.0,56.0,1
2397,SLN,O,Sphere,,Emulsion-Solvent Evaporation ,Negative,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,24,7861.4,MTT,TetrazoliumSalt,98.4,-14.6,0
2010,Dendrimer,O,Sphere,NH2,Commercial,Positive,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,24,5.0,MTT,TetrazoliumSalt,8.1,7.6,0
189,SiO2,I,Sphere,,Sol-Gel Method,Negative,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,100.0,MTT,TetrazoliumSalt,21.06,-24.5,0
978,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,40000.0,H,Human,Lung,Epithelial,Adult,L,24,128.0,CCK-8,TetrazoliumSalt,19.4,-21.77,1
365,Polystyrene,O,Sphere,,Commercial,Negative,Macrophages,200000.0,H,Human,Lung,Macrophage,Adult,P,24,10.0,MTT,TetrazoliumSalt,100.0,-51.1,1
838,SiO2,I,Sphere,,Sol-Gel Method,Negative,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,50.0,MTT,TetrazoliumSalt,21.06,-24.5,0
1944,Ag,I,Sphere,Citrate-Lactose,Chemical Reduction,Negative,HDF,3000.0,H,Human,Skin,Fibroblast,Adult,L,72,100.0,MTS,TetrazoliumSalt,50.0,-31.0,0
2231,PLGA,O,Sphere,PVA,Emulsion-Solvent Evaporation ,Negative,Calu-3,25000.0,H,Human,Lung,Epithelial,Adult,L,4,5000.0,MTT,TetrazoliumSalt,230.0,-5.0,1
1254,SiO2,I,Sphere,Ph,Precipitation,Negative,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,12,125.0,MTT,TetrazoliumSalt,375.4,-26.8,1
485,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,5.0,NRU,NeutralRed,10.9,-45.4,1
1545,C60,C,Sphere,,Commercial,Negative,hPDLF,10000.0,H,Human,Teeth,Fibroblast,Adult,P,48,1.0,MTT,TetrazoliumSalt,34.64,-37.4,0
2003,IronOxide,I,Sphere,Silica-NH2,Commercial,Negative,HK-2,30000.0,H,Human,Kidney,Epithelial,Adult,L,24,5.0,XTT,TetrazoliumSalt,114.0,-9.77,1
2007,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,72,800.0,NRU,NeutralRed,29.57,-33.33,0
700,Pt,I,Sphere,,Green Synthesis,Negative,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,20.0,NRU,NeutralRed,24.6,-11.0,1
775,Polystyrene,O,Sphere,NH2,Commercial,Positive,NIH3T3,5000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,5.0,CCK-8,TetrazoliumSalt,100.0,45.8,0
503,Au,I,Rod,,EBPVD,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,24,0.2,MTS,TetrazoliumSalt,65.0,-23.3,0
2173,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,3,100.0,NRU,NeutralRed,10.0,-31.8,1
414,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,24,125.0,MTT,TetrazoliumSalt,458.9,72.1,1
931,Diamond,C,Sphere,,Explosion,Negative,C3A,30000.0,H,Human,Liver,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,4.0,-35.6,1
706,Dendrimer,O,Sphere,C12,Commercial,Positive,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,72,100.0,MTT,TetrazoliumSalt,4.5,54.47,0
1662,SiO2,I,Sphere,,Commercial,Negative,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,100.0,Live/Dead,PropidiumIodide,280.0,-73.8,0
595,Dendrimer,O,Sphere,OH,Commercial,Positive,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,72,1.0,MTT,TetrazoliumSalt,4.5,9.0,1
259,Ag,I,Rod,,EBPVD,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,96,200.0,MTS,TetrazoliumSalt,47.0,-34.1,1
355,SiO2,I,Sphere,,Sol-Gel Method,Negative,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,200.0,MTT,TetrazoliumSalt,199.89,-36.3,0
631,SLN,O,Sphere,CTAB,Multiple Emulsion Method,Positive,SV-80,5000.0,H,Human,Lung,Fibroblast,Adult,L,24,330.0,AlamarBlue,AlamarBlue,135.1,28.2,0
2030,SiO2,I,Sphere,,Sol-Gel Method,Negative,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,21.06,-24.5,0
181,PLGA,O,Sphere,Poloxamer,Emulsion-Solvent Evaporation ,Negative,Calu-3,25000.0,H,Human,Lung,Epithelial,Adult,L,72,1000.0,MTT,TetrazoliumSalt,105.0,-24.0,0
698,SWCNT,C,Nanotube,,Commercial,Negative,NR8383,500000.0,A,Rat,Lung,Macrophage,Adult,L,4,200.0,MTT,TetrazoliumSalt,601.7,-13.005,0
1151,Dendrimer,O,Sphere,OH,Commercial,Positive,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,72,100.0,MTT,TetrazoliumSalt,4.5,9.0,1
831,TiO2,I,Sphere,,Commercial,Negative,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,0.1,MTT,TetrazoliumSalt,81.8,-8.6,1
1499,SiO2,I,Sphere,CTAB,Precipitation,Negative,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,31.2,MTT,TetrazoliumSalt,386.9,-35.9,0
938,Ag,I,Sphere,,Commercial,Negative,HeLa,10000.0,H,Human,Cervix,Epithelial,Adult,L,24,150.0,NRU,NeutralRed,29.57,-33.33,0
883,Polystyrene,O,Sphere,COOH,Commercial,Negative,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,100.0,-44.3,1
324,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,10.0,NRU,NeutralRed,10.9,-45.4,1
1882,Ag,I,Sphere,,Chemical Reduction,Negative,KEC,20000.0,H,Human,Skin,Epithelial,Adult,P,24,5.39,MTS,TetrazoliumSalt,17.0,-23.1,0
1811,TiO2,I,Sphere,,Commercial,Negative,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,10.0,MTT,TetrazoliumSalt,24.59,-14.25,0
1535,Polystyrene,O,Round,,Commercial,Negative,Caco-2,150000.0,H,Human,Colon,Epithelial,Adult,L,24,200.0,CoulterCounter,Impedance,50.0,-36.0,0
1555,Dendrimer,O,Sphere,NH2,Commercial,Positive,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,24,5.0,MTT,TetrazoliumSalt,5.4,50.03,1
715,MgO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,39.2,11.6,1
1843,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,24,62.5,MTT,TetrazoliumSalt,458.9,72.1,1
465,SiO2,I,Sphere,Ph,Precipitation,Negative,PC12,5000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,12,62.5,MTT,TetrazoliumSalt,375.4,-26.8,1
1424,Ag,I,Sphere,Citrate,Chemical Reduction,Negative,HDF,3000.0,H,Human,Skin,Fibroblast,Adult,L,24,100.0,MTS,TetrazoliumSalt,50.0,-35.0,0
326,ZrO2,I,Sphere,,Green Synthesis,Negative,VERO,10000.0,A,Monkey,Kidney,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,10.0,-45.5,1
1550,IronOxide,I,Sphere,Silica-FA,Solvothermal Process,Negative,SKOV-3,100000.0,H,Human,Ovary,Epithelial,Adult,L,24,5.0,MTT,TetrazoliumSalt,274.1,-27.7,0
922,C60,C,Sphere,Dextran,Commercial,Negative,C6,10000.0,A,Rat,Brain,Fibroblast,Adult,L,24,400.0,MTT,TetrazoliumSalt,30.0,-16.9,0
2028,Ag,I,Sphere,GSH,Chemical Reduction,Negative,L929,5000.0,A,Mouse,SubcutaneousConnectiveTissue,Fibroblast,Adult,L,24,5.0,MTT,TetrazoliumSalt,6.0,-50.9,0
891,Ag,I,Irregular,PVP,Commercial,Negative,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,48,3.1,NRU,NeutralRed,20.0,-17.1,0
1797,PLGA,O,Sphere,Chitosan,Emulsion-Solvent Evaporation ,Positive,Colo_205,10000.0,H,Human,Colon,Epithelial,Adult,L,24,2500.0,MTS,TetrazoliumSalt,204.0,10.0,1
830,Au,I,Sphere,Citrate,Commercial,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,24,15.0,MTS,TetrazoliumSalt,61.06,-32.7,1
603,Ag,I,Sphere,Citrate,Chemical Reduction,Negative,HDF,3000.0,H,Human,Skin,Fibroblast,Adult,L,72,12.5,MTS,TetrazoliumSalt,50.0,-35.0,0
1479,Polystyrene,O,Sphere,COOH,Commercial,Negative,NIH3T3,5000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,48,50.0,CCK-8,TetrazoliumSalt,50.0,-9.0,1
344,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,24,5.0,NRU,NeutralRed,10.0,-31.8,1
2073,SWCNT,C,Nanotube,,Chemical Vapor Deposition,Negative,PC12,10000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,0.1,XTT,TetrazoliumSalt,1.15,-15.53,1
766,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,199.89,-36.3,0
218,ZnO,I,Sphere,,Commercial,Negative,HEK,10000.0,H,Human,Skin,Keratinocyte,Adult,P,6,14.0,MTT,TetrazoliumSalt,245.0,-15.8,1
2023,SiO2,I,Sphere,Chitosan,Hydrolysis,Positive,HepG2,5000.0,H,Human,Liver,Epithelial,Adult,L,48,100.0,AlamarBlue,AlamarBlue,578.27,8.0,1
1045,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,72,750.0,MTT,TetrazoliumSalt,475.2,71.3,1
278,Au,I,Sphere,GSH,Chemical Reduction,Negative,Jurkat,500000.0,H,Human,Blood,Lymphoblast,Adult,L,24,15.0,MTT,TetrazoliumSalt,3.8,-140.0,0
1897,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,100.33,-31.7,0
2349,PLGA,O,Sphere,,Emulsion-Solvent Evaporation ,Negative,Colo_205,10000.0,H,Human,Colon,Epithelial,Adult,L,24,625.0,MTS,TetrazoliumSalt,120.0,-11.0,1
2079,Au,I,Sphere,Citrate,Chemical Reduction,Negative,PBMC,500000.0,H,Human,Blood,Lymphoblast,Adult,P,24,1.5,MTT,TetrazoliumSalt,14.5,-158.0,1
671,IronOxide,I,Sphere,,Commercial,Negative,mDF,10000.0,A,Mouse,Skin,Fibroblast,Adult,P,24,100.0,MTT,TetrazoliumSalt,28.33,-18.4,0
319,SiO2,I,Sphere,,Sol-Gel Method,Negative,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,500.0,MTT,TetrazoliumSalt,100.33,-31.7,0
832,Graphite,C,Sphere,,Explosion,Positive,C3A,30000.0,H,Human,Liver,Epithelial,Adult,L,24,50.0,MTT,TetrazoliumSalt,4.0,31.4,1
558,Ag,I,Wire,,Commercial,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,20.0,MTS,TetrazoliumSalt,30.0,-3.36,0
827,Al2O3,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,24,0.01,MTT,TetrazoliumSalt,39.7,36.3,1
574,IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,HeLa,100000.0,H,Human,Cervix,Epithelial,Adult,L,24,4.0,MTT,TetrazoliumSalt,8.0,11.0,1
1951,Ag,I,Sphere,Citrate-Lactose,Chemical Reduction,Negative,A549,3000.0,H,Human,Lung,Epithelial,Adult,L,48,100.0,MTS,TetrazoliumSalt,50.0,-31.0,0
542,PLGA,O,Sphere,PVA,Emulsion-Solvent Evaporation ,Negative,Calu-3,25000.0,H,Human,Lung,Epithelial,Adult,L,72,5000.0,MTT,TetrazoliumSalt,230.0,-5.0,0
1295,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,72,1000.0,MTT,TetrazoliumSalt,458.9,72.1,1
234,Au,I,Sphere,Citrate,Chemical Reduction,Negative,PBMC,500000.0,H,Human,Blood,Lymphoblast,Adult,P,24,1.5,MTT,TetrazoliumSalt,7.0,-99.0,1
1166,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,100.0,MTT,TetrazoliumSalt,10.0,-31.8,1
1565,C60,C,Sphere,,Emulsion-Solvent Evaporation ,Negative,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,36.0,MTT,TetrazoliumSalt,125.0,-25.3,0
1034,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,24,25.0,MTT,TetrazoliumSalt,29.57,-33.33,0
546,Ag,I,Sphere,,Chemical Reduction,Negative,KEC,20000.0,H,Human,Skin,Epithelial,Adult,P,48,1.35,MTS,TetrazoliumSalt,17.0,-23.1,1
444,MWCNT,C,Nanotube,,Commercial,Negative,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,16.0,CCK-8,TetrazoliumSalt,21.55,-21.47,1
1693,IronOxide,I,Sphere,Silica,Commercial,Negative,HK-2,30000.0,H,Human,Kidney,Epithelial,Adult,L,24,200.0,XTT,TetrazoliumSalt,114.0,-6.52,0
2423,TiO2,I,Sphere,,Commercial,Negative,AGS,10000.0,H,Human,Stomach,Epithelial,Adult,L,24,40.0,MTS,TetrazoliumSalt,25.0,-9.96,1
1085,MgO,I,Hexagon,,Sol-Gel Method,Negative,3T3-L1,100000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,200.0,MTT,TetrazoliumSalt,43.8,-7.21,0
2486,Ag,I,Sphere,,Commercial,Negative,HaCat,10000.0,H,Human,Skin,Keratinocyte,Adult,L,24,1000.0,MTT,TetrazoliumSalt,29.57,-33.33,0
913,SiO2,I,Sphere,,Hydrolysis,Negative,HepG2,5000.0,H,Human,Liver,Epithelial,Adult,L,48,50.0,AlamarBlue,AlamarBlue,289.76,-28.0,1
599,IronOxide,I,Sphere,Chitosan,Pyrolysis,Positive,A549,100000.0,H,Human,Lung,Epithelial,Adult,L,72,2.0,MTT,TetrazoliumSalt,8.0,11.0,1
937,Chitosan,O,Irregular,,Ionotropic Gelation Method,Positive,MBMC,10000.0,A,Mouse,BoneMarrow,Spindle,Adult,P,48,62.5,MTT,TetrazoliumSalt,384.6,62.1,1
1651,IronOxide,I,Sphere,,Commercial,Negative,mDF,10000.0,A,Mouse,Skin,Fibroblast,Adult,P,48,0.1,MTT,TetrazoliumSalt,28.33,-18.4,0
586,Au,I,Sphere,Citrate,Commercial,Negative,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,0.604,WST-1,TetrazoliumSalt,13.0,-60.7,1
651,TiO2,I,Irregular,,Commercial,Negative,A431,10000.0,H,Human,Skin,Epithelial,Adult,L,24,80.0,NRU,NeutralRed,50.0,-17.6,0
1113,IronOxide,I,Sphere,,Commercial,Negative,hPDLF,10000.0,H,Human,Teeth,Fibroblast,Adult,P,24,100.0,MTT,TetrazoliumSalt,28.33,-18.4,0
1749,PLGA,O,Sphere,Poloxamer,Emulsion-Solvent Evaporation ,Negative,Calu-3,25000.0,H,Human,Lung,Epithelial,Adult,L,72,1500.0,MTT,TetrazoliumSalt,105.0,-24.0,0
571,SiO2,I,Sphere,DPPC,Sol-Gel Method,Negative,16HBE,40000.0,H,Human,RespiratoryTract,Epithelial,Adult,P,24,16.0,CCK-8,TetrazoliumSalt,19.4,-13.5,1
369,MWCNT,C,Nanotube,,Chemical Vapor Deposition,Negative,V79,16000.0,A,Hamster,Lung,Fibroblast,Adult,L,24,100.0,MTS,TetrazoliumSalt,50.0,-7.28,1
776,Au,I,Sphere,Citrate,Commercial,Negative,RAW264.7,6000.0,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,100.0,Live/Dead,CalceinAM,270.0,-45.96,0
1679,MWCNT,C,Nanotube,,Commercial,Neutral,HUVEC,40000.0,H,Human,Umbilical Vein,Endothelial,Embryonic,P,24,8.0,CCK-8,TetrazoliumSalt,17.6,0.9,1
1372,Diamond,C,Sphere,,Explosion,Negative,C3A,30000.0,H,Human,Liver,Epithelial,Adult,L,2,20.0,MTT,TetrazoliumSalt,4.0,-35.6,1
173,TiO2,I,Irregular,,Commercial,Negative,A431,10000.0,H,Human,Skin,Epithelial,Adult,L,6,0.008,NRU,NeutralRed,50.0,-17.6,1
1272,SiO2,I,Sphere,,Sol-Gel Method,Negative,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,200.0,MTT,TetrazoliumSalt,59.72,-38.1,0
1954,Ag,I,Wire,,Commercial,Negative,J774A.1,10000.0,A,Mouse,Ascites,Macrophage,Adult,L,24,2.0,MTS,TetrazoliumSalt,100.0,-1.46,1
1362,CuO,I,Sphere,,Commercial,Negative,A549,5000.0,H,Human,Lung,Epithelial,Adult,L,48,1.0,CCK-8,TetrazoliumSalt,30.0,-29.1,1
963,Ag,I,Sphere,Citrate-Lactose,Chemical Reduction,Negative,A549,3000.0,H,Human,Lung,Epithelial,Adult,L,48,50.0,MTS,TetrazoliumSalt,50.0,-31.0,0
917,Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,24,25.0,CellTiterGlo,LuciferaseEnzyme,4.0,-8.0,1
508,SiO2,I,Sphere,,Sol-Gel Method,Negative,A549,50000.0,H,Human,Lung,Epithelial,Adult,L,72,500.0,MTT,TetrazoliumSalt,199.89,-36.3,0
1525,ZrO2,I,Sphere,,Green Synthesis,Negative,HCT-116,10000.0,H,Human,Colon,Epithelial,Adult,L,24,150.0,MTT,TetrazoliumSalt,10.0,-45.5,0
229,ZnO,I,Sphere,,Commercial,Negative,SHSY5Y,350000.0,H,Human,BoneMarrow,Epithelial,Adult,L,48,25.0,NRU,NeutralRed,100.0,-8.23,0
1056,SiO2,I,Sphere,,Sol-Gel Method,Negative,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,72,10.0,MTT,TetrazoliumSalt,21.06,-24.5,0
236,Pt,I,Sphere,,Green Synthesis,Negative,HEK293,10000.0,H,Human,Kidney,Epithelial,Embryonic,L,24,60.0,NRU,NeutralRed,24.6,-11.0,1
1037,IronOxide,I,Sphere,,Commercial,Negative,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,24,0.001,MTT,TetrazoliumSalt,42.5,-8.2,1
581,TiO2,I,Sphere,,Commercial,Negative,Caco-2,30000.0,H,Human,Colon,Epithelial,Adult,L,48,10.0,MTT,TetrazoliumSalt,81.8,-8.6,0
31,Polystyrene,O,Sphere,NH2,Commercial,Positive,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,48,50.0,CCK-8,TetrazoliumSalt,50.0,36.6,0
606,IronOxide,I,Sphere,Silica-FA,Solvothermal Process,Negative,SKOV-3,100000.0,H,Human,Ovary,Epithelial,Adult,L,48,5.0,MTT,TetrazoliumSalt,274.1,-27.7,1
311,CeO2,I,Cubic,,Commercial,Negative,HT-1080,30000.0,H,Human,Connective Tissue,Epithelial,Adult,L,24,100.0,MTT,TetrazoliumSalt,25.0,-13.0,1
2263,IronOxide,I,Sphere,OleicAcid,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,5.0,NRU,NeutralRed,10.9,-45.4,1
2508,C60,C,Sphere,Dextran,Commercial,Negative,C6,10000.0,A,Rat,Brain,Fibroblast,Adult,L,24,25.0,NRU,NeutralRed,30.0,-16.9,1
1001,Au,I,Sphere,Citrate,Commercial,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,24,1.0,MTS,TetrazoliumSalt,61.06,-32.7,1
269,Au,I,Sphere,Citrate,Commercial,Negative,BALB/c3T3,2000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,48,0.028,NRU,NeutralRed,13.0,-60.7,1
1395,Polystyrene,O,Sphere,NH2,Commercial,Positive,HeLa,5000.0,H,Human,Cervix,Epithelial,Adult,L,72,50.0,CCK-8,TetrazoliumSalt,100.0,45.8,0
780,Ag,I,Sphere,Citrate-Lactose,Chemical Reduction,Negative,HDF,3000.0,H,Human,Skin,Fibroblast,Adult,L,72,50.0,MTS,TetrazoliumSalt,50.0,-31.0,0
284,IronOxide,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,24,50.0,MTT,TetrazoliumSalt,46.8,1.7,1
511,Dendrimer,O,Sphere,,Commercial,Positive,hNPC,100000.0,H,Human,Brain,Neuronal,Embryonic,P,72,5.0,MTT,TetrazoliumSalt,8.1,7.6,0
678,Au,I,Rod,,EBPVD,Negative,CCL-110,5000.0,H,Human,Skin,Fibroblast,Fetus,P,96,40.0,MTS,TetrazoliumSalt,65.0,-23.3,0
2418,ZnO,I,Sphere,,Commercial,Negative,HEK,10000.0,H,Human,Skin,Keratinocyte,Adult,P,24,8.0,MTT,TetrazoliumSalt,245.0,-15.8,0
998,CuO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,24,10.0,MTT,TetrazoliumSalt,46.3,42.8,0
2216,Au,I,Sphere,Citrate,Chemical Reduction,Negative,PBMC,500000.0,H,Human,Blood,Lymphoblast,Adult,P,24,15.0,MTT,TetrazoliumSalt,7.0,-99.0,0
560,SWCNT,C,Nanotube,PEG,Chemical Vapor Deposition,Negative,PC12,10000.0,A,Rat,Adrenal Gland,Irregular,Adult,L,24,100.0,MTT,TetrazoliumSalt,3.0,-30.14,0
484,C60,C,Sphere,,Commercial,Negative,mDF,10000.0,A,Mouse,Skin,Fibroblast,Adult,P,48,50.0,MTT,TetrazoliumSalt,34.64,-37.4,0
233,SiO2,I,Sphere,DPPC,Sol-Gel Method,Negative,16HBE,40000.0,H,Human,RespiratoryTract,Epithelial,Adult,P,24,64.0,CCK-8,TetrazoliumSalt,19.4,-13.5,1
1142,Polystyrene,O,Sphere,NH2,Commercial,Positive,TT1,500000.0,H,Human,Lung,Epithelial,Adult,P,24,100.0,MTT,TetrazoliumSalt,100.0,63.8,1
186,SiO2,I,Sphere,,Commercial,Negative,L-132,1000000.0,H,Human,Lung,Epithelial,Embryonic,L,24,100.0,MTT,TetrazoliumSalt,19.1,-36.74,1
1629,SiO2,I,Sphere,,Sol-Gel Method,Negative,HepG2,50000.0,H,Human,Liver,Epithelial,Adult,L,72,10.0,MTT,TetrazoliumSalt,100.33,-31.7,0
696,TiO2,I,Irregular,,Commercial,Negative,A431,10000.0,H,Human,Skin,Epithelial,Adult,L,6,8.0,MTT,TetrazoliumSalt,50.0,-17.6,1
107,MgO,I,Sphere,,Commercial,Positive,HCMEC,50000.0,H,Human,Heart,Epithelial,Adult,P,12,1.0,MTT,TetrazoliumSalt,39.2,11.6,1
2097,IronOxide,I,Sphere,Silica,Reverse Microemulsion,Negative,SHSY5Y,30000.0,H,Human,BoneMarrow,Epithelial,Adult,L,6,175.0,MTT,TetrazoliumSalt,10.0,-31.8,1
413,SiO2,I,Sphere,,Sol-Gel Method,Negative,NIH3T3,50000.0,A,Mouse,Embryo,Fibroblast,Embryonic,L,24,100.0,MTT,TetrazoliumSalt,59.72,-38.1,0
